basename,deepest_name,names
150_20200711020544_12388,Diptera,"['Insecta', 'Animalia', 'Diptera']"
126_20200801023619_32668,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200721131816_394,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210815220148_30075,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200724194326_17776,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
146_20200617033540_30596,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
120_20200725033635_11989,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200722171634_36377,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200722013152_11237,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200627001645_14161,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210815043415_566_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200808030025_17284,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
149_20200626013637_1976_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200627012324_5722,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200712185739_375_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
182_20200626053450_3950,Gastropoda,"['Animalia', 'Gastropoda']"
178_20200618011145_14762,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210816005613_12937,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
176_20200913101432_18202,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
293_20210804040253_36094,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
174_20200720062924_41903,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
108_20200809001810_29692,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
169_20200627014007_25106,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
148_20200703012224_11699,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
196_20200808233933_695,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618011145_14858,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
290_20210725063923_28621,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
249_20210805232945_37264,Agapeta hamana,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera', 'Agapeta', 'Agapeta hamana']"
172_20200809011342_19887,Geometridae,"['Insecta', 'Animalia', 'Geometridae', 'Lepidoptera']"
178_20200618003626_9222,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
172_20200520013620_24127,Diptera,"['Insecta', 'Animalia', 'Diptera']"
126_20200626015721_4976,Agapeta hamana,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera', 'Agapeta', 'Agapeta hamana']"
103_20200727021940_24811,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715165926_1137_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210813053538_16618,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
126_20200808001011_20439,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
182_20200703232152_11892,Diptera,"['Insecta', 'Animalia', 'Diptera']"
246_20210908014751_29113,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
294_20210811051228_4668,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
290_20210730015833_32931,Diptera,"['Insecta', 'Animalia', 'Diptera']"
243_20210824033056_4690,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200725054003_5146_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
261_20210908024308_15429,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
150_20200718013922_23488,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
126_20200801023619_32695,Diptera,"['Insecta', 'Animalia', 'Diptera']"
108_20200810015125_14469,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715165926_1197_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210815020351_35353,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
294_20210811051508_5435,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200724112811_1453_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
108_20200730222724_23892,Gastropoda,"['Animalia', 'Gastropoda']"
196_20200809024853_32106,Diptera,"['Insecta', 'Animalia', 'Diptera']"
276_20210813051858_2578,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
169_20200621034120_16719,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
124_20200806235141_11378,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210815020711_26391,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
261_20211010213234_39124,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
126_20200821000342_29955,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
118_20200702032738_18667,Geometridae,"['Insecta', 'Animalia', 'Geometridae', 'Lepidoptera']"
149_20200729000834_22566,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
118_20200801033052_10789,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
178_20200618003626_9025,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200721131816_482,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200709030601_27417,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
192_20200725054003_5367_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210816043515_40159,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200712120837_2701,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210815021826_3684,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
296_20210821230243_8383,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
133_20200704231204_32579,Diptera,"['Insecta', 'Animalia', 'Diptera']"
208_20210811125640_8269,Formicidae,"['Hymenoptera', 'Insecta', 'Animalia', 'Formicidae']"
294_20210811022225_4951_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
246_20210902005733_25648,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
296_20210820232338_21490,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
171_20200612020530_20572,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
294_20210814023615_30825,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200722013152_11241,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
146_20200616005917_40835,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200715232548_25205,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721201113_40893,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724112811_1828_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200626015721_4965,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
103_20200729004240_480_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210813014708_41579,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
271_20210925215740_2850_t,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
192_20200720202001_3534,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
182_20200708055905_35035,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200714210351_1004,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
106_20200808233954_13863,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200617002745_16954,Coleoptera,"['Coleoptera', 'Insecta', 'Animalia']"
294_20210814023615_30815,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200618011145_14834,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
112_20200617003854_2756_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200725001402_33221,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
159_20200909014221_3218_t,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200724012909_33494,Insecta,"['Insecta', 'Animalia']"
120_20200625012759_29116,Miridae,"['Miridae', 'Insecta', 'Animalia', 'Hemiptera']"
124_20200806110947_24620,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
172_20200808014243_35989,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
192_20200728222030_17126,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
169_20200625033919_20219,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200712115551_25835,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
225_20210726235256_2588,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200712115551_25802,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618003626_8884,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200725054003_5322_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200725054003_5359_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
148_20200626004202_35766,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
150_20200624022551_2562,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
150_20200718013922_23486,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
192_20200719135352_32557,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210815043415_563_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
273_20210806021901_42123,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200816013928_5900,Insecta,"['Insecta', 'Animalia']"
295_20210805045410_27058,Insecta,"['Insecta', 'Animalia']"
192_20200712185739_359_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
148_20200618020832_7481,Chrysoteuchia culmella,"['Insecta', 'Animalia', 'Crambidae', 'Chrysoteuchia', 'Lepidoptera', 'Chrysoteuchia culmella']"
102_20200628004321_26346,Insecta,"['Insecta', 'Animalia']"
192_20200724112811_1503_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200810232553_1850,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
157_20200625015113_13145,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
133_20200708230508_38459,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
191_20200822031242_16649,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
126_20200801023619_32678,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
159_20200602011920_4909,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200716033727_6679,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
296_20210820221641_27692,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
141_20200714013312_9268,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
150_20200613031531_7686,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
108_20200730222724_23904,Insecta,"['Insecta', 'Animalia']"
157_20200715224921_26326,Insecta,"['Insecta', 'Animalia']"
170_20200731225558_39538,Insecta,"['Insecta', 'Animalia']"
280_20210822001642_10710,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
170_20200801011045_38384,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
192_20200723161615_6606,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17872,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210813025115_22268,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
296_20210814235721_13134,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
149_20200729000834_22551,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200820221008_4766,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200816000112_4673_t,Corixidae,"['Insecta', 'Animalia', 'Hemiptera', 'Corixidae']"
157_20200714025254_23543,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
196_20200808030025_17297,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
243_20210729014453_25439,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
168_20200801023938_20122,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
294_20210815045528_33975,Lepidoptera,"['Insecta', 'Animalia', 'Lepidoptera']"
290_20210910224147_19020,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200725054003_5453_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
268_20210914230406_37520,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200723132225_107,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
263_20210824025839_36175,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
158_20200626021000_18176,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
259_20210727031405_12395,Trichoptera,"['Insecta', 'Animalia', 'Trichoptera']"
170_20200725021504_4828_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
261_20210918205358_27909,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
172_20200809011342_19870,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
153_20200604102304_34231,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
219_20210919212134_12349,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
292_20210904032458_8144,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
294_20210815032121_23189,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
110_20200719000923_36740,Insecta,"['Insecta', 'Animalia']"
261_20210905001440_22616,Psychodidae,"['Psychodidae', 'Insecta', 'Animalia', 'Diptera']"
126_20200719010227_15308,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
124_20200805131543_12044,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
126_20200809024112_20849,Agapeta hamana,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera', 'Agapeta', 'Agapeta hamana']"
118_20200812223326_27547,Insecta,"['Insecta', 'Animalia']"
192_20200724194326_17948,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
284_20210806020118_20696,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
244_20211009015521_20298,Aphididae,"['Insecta', 'Animalia', 'Hemiptera', 'Aphididae']"
126_20200719010227_15324,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
178_20200621003949_725_t,Araneae,"['Animalia', 'Araneae', 'Arachnida']"
191_20200625012229_5682,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
192_20200712185739_365_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200721201113_41025,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
196_20200808233933_764,Insecta,"['Insecta', 'Animalia']"
185_20200812235937_30786,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
145_20200812012609_1878,Insecta,"['Insecta', 'Animalia']"
192_20200725054003_5173_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
159_20200724052403_7322,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
272_20210801014921_27785,Diptera,"['Insecta', 'Animalia', 'Diptera']"
290_20210910224147_18980,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200718225642_25282,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
192_20200724194326_17699,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
118_20200801030331_26142,Diptera,"['Insecta', 'Animalia', 'Diptera']"
191_20200810003105_41275,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
175_20200624034516_8396,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
271_20210917222106_39718,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200719224924_24712,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
271_20210917021757_20603,Tipulidae,"['Insecta', 'Animalia', 'Diptera', 'Tipulidae']"
213_20210905221738_12250,Ichneumonidae,"['Hymenoptera', 'Insecta', 'Ichneumonidae', 'Animalia']"
174_20200724175821_3067_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
294_20210815020711_26360,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
246_20210822055113_3126_t,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
174_20200710025042_5770_t,Coleoptera,"['Coleoptera', 'Insecta', 'Animalia']"
174_20200716033727_6703,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
185_20200810035307_33526,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
170_20200810034444_27717,Collembola,"['Animalia', 'Collembola', 'Entognatha']"
296_20210813025611_5143,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
148_20200626225410_21907,Limoniidae,"['Insecta', 'Animalia', 'Diptera', 'Limoniidae']"
126_20200810000545_5681_t,Hydroptilidae,"['Insecta', 'Animalia', 'Trichoptera', 'Hydroptilidae']"
284_20210806014442_22519,Tortricidae,"['Insecta', 'Animalia', 'Tortricidae', 'Lepidoptera']"
126_20200801023619_32674,Hymenoptera,"['Hymenoptera', 'Insecta', 'Animalia']"
110_20200718234929_23671,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
175_20200807000106_18875,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
150_20200702003247_19936,Diptera,"['Insecta', 'Animalia', 'Diptera']"
169_20200709233637_11495,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200805230156_2123_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200718225642_25260,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
168_20200716031316_31889,Diptera,"['Insecta', 'Animalia', 'Diptera']"
149_20200727235251_4832,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
191_20200617014620_11659,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
214_20210909004055_12645,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
174_20200711235043_25623,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
172_20200811224627_7752,Leptoceridae,"['Insecta', 'Animalia', 'Trichoptera', 'Leptoceridae']"
126_20200809024112_20997,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200722171634_36360,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
296_20210803225603_39449,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200809010911_35564,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
126_20200813025844_29395,Hydroptilidae,"['Insecta', 'Animalia', 'Trichoptera', 'Hydroptilidae']"
172_20200531032132_10875,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
120_20200630034328_4861,Diptera,"['Insecta', 'Animalia', 'Diptera']"
192_20200805230156_2042_t,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
153_20200617152451_38444,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
174_20200722005034_2920,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
250_20210801014750_15837,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
196_20200811013033_1211,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
192_20200724194326_17813,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
261_20210905101910_7020,Insecta,"['Insecta', 'Animalia']"
153_20200616121538_41726,Insecta,"['Insecta', 'Animalia']"
192_20200722090027_28407,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
264_20210813020749_3451,Cicadellidae,"['Insecta', 'Cicadellidae', 'Animalia', 'Hemiptera']"
192_20200721131816_400,Caenidae,"['Caenidae', 'Ephemeroptera', 'Insecta', 'Animalia']"
178_20200618003626_8855,Chironomidae,"['Insecta', 'Animalia', 'Diptera', 'Chironomidae']"
148_20200703022844_27154,Auchenorrhyncha indet.,"['Insecta', 'Animalia', 'Hemiptera', 'Auchenorrhyncha indet.']"
289_20210805011348_1535,Crambidae,"['Insecta', 'Animalia', 'Crambidae', 'Lepidoptera']"
150_20200719230541_13028,Cecidomyiidae,"['Insecta', 'Animalia', 'Diptera', 'Cecidomyiidae']"
